,Date,Open,High,Low,Close,Adj Close,Volume
372,2021-03-25,516.98999,518.530029,497.0,502.859985,502.859985,4926800
373,2021-03-26,502.820007,508.720001,496.679993,508.049988,508.049988,3467800
374,2021-03-29,505.660004,518.0,504.399994,513.950012,513.950012,3330000
375,2021-03-30,510.51001,514.409973,506.910004,513.390015,513.390015,2418100
376,2021-03-31,515.669983,528.130005,515.440002,521.659973,521.659973,3503100
377,2021-04-01,529.929993,540.5,527.030029,539.419983,539.419983,3938600
378,2021-04-05,540.01001,542.849976,529.22998,540.669983,540.669983,3355900
379,2021-04-06,544.809998,554.169983,543.299988,544.530029,544.530029,3474200
380,2021-04-07,543.5,549.640015,541.450012,546.98999,546.98999,2151300
381,2021-04-08,551.130005,556.900024,547.570007,554.580017,554.580017,4309800
382,2021-04-09,552.690002,556.900024,547.109985,555.309998,555.309998,2894000
383,2021-04-12,551.049988,557.97998,549.580017,552.780029,552.780029,2944100
384,2021-04-13,557.0,559.75,550.299988,553.72998,553.72998,2720300
385,2021-04-14,554.869995,554.869995,538.530029,540.02002,540.02002,3740300
386,2021-04-15,544.169983,553.48999,542.659973,549.219971,549.219971,3139100
387,2021-04-16,550.539978,551.97998,539.51001,546.539978,546.539978,3209100
388,2021-04-19,546.900024,556.440002,545.530029,554.440002,554.440002,4288700
389,2021-04-20,554.419983,563.559998,546.299988,549.570007,549.570007,11257600
390,2021-04-21,508.0,515.460022,503.600006,508.899994,508.899994,22897400
391,2021-04-22,513.820007,513.960022,500.549988,508.779999,508.779999,9061100
392,2021-04-23,509.01001,509.700012,500.700012,505.549988,505.549988,7307700
393,2021-04-26,506.76001,510.480011,503.0,510.299988,510.299988,4388800
394,2021-04-27,512.619995,512.98999,504.579987,505.549988,505.549988,3761300
395,2021-04-28,505.200012,508.399994,503.339996,506.519989,506.519989,3193000
396,2021-04-29,507.600006,509.290009,499.0,509.0,509.0,5127800
397,2021-04-30,505.0,514.549988,505.0,513.469971,513.469971,4413200
398,2021-05-03,512.650024,518.950012,505.200012,509.109985,509.109985,4091900
399,2021-05-04,510.779999,511.630005,496.790009,503.179993,503.179993,4349500
400,2021-05-05,504.98999,507.779999,494.630005,496.079987,496.079987,3129400
401,2021-05-06,495.98999,499.549988,491.369995,499.549988,499.549988,3783700
402,2021-05-07,504.619995,508.549988,501.119995,503.839996,503.839996,3132800
403,2021-05-10,502.0,503.149994,486.109985,486.690002,486.690002,5131600
404,2021-05-11,479.75,497.98999,478.630005,495.079987,495.079987,4401000
405,2021-05-12,486.829987,493.540009,482.700012,484.980011,484.980011,4121500
406,2021-05-13,489.130005,490.779999,482.709991,486.660004,486.660004,2712500
407,2021-05-14,487.859985,494.850006,486.589996,493.369995,493.369995,2882500
408,2021-05-17,485.589996,492.709991,482.809998,488.940002,488.940002,2705200
409,2021-05-18,488.399994,493.480011,486.190002,486.279999,486.279999,2350500
410,2021-05-19,481.630005,488.570007,478.540009,487.700012,487.700012,3349900
411,2021-05-20,489.549988,502.700012,488.980011,501.670013,501.670013,3721200
412,2021-05-21,503.119995,505.399994,497.26001,497.890015,497.890015,3322900
413,2021-05-24,501.049988,504.25,499.51001,502.899994,502.899994,2412600
414,2021-05-25,506.0,506.369995,499.220001,501.339996,501.339996,2699500
415,2021-05-26,502.339996,504.140015,500.5,502.359985,502.359985,2465300
416,2021-05-27,501.799988,505.100006,498.540009,503.859985,503.859985,3253800
417,2021-05-28,504.399994,511.76001,502.529999,502.809998,502.809998,2910300
418,2021-06-01,504.01001,505.410004,497.73999,499.079987,499.079987,2482600
419,2021-06-02,499.820007,503.220001,495.820007,499.23999,499.23999,2269000
420,2021-06-03,495.190002,496.660004,487.25,489.429993,489.429993,3887400
421,2021-06-04,492.0,501.859985,490.950012,494.73999,494.73999,3160500
422,2021-06-07,492.920013,496.700012,490.549988,494.660004,494.660004,2791900
423,2021-06-08,497.0,498.820007,489.369995,492.390015,492.390015,2374000
424,2021-06-09,494.5,496.089996,484.649994,485.809998,485.809998,3055000
425,2021-06-10,487.170013,490.209991,482.140015,487.269989,487.269989,4382900
426,2021-06-11,490.0,491.410004,487.779999,488.769989,488.769989,3124000
427,2021-06-14,489.679993,503.5,486.910004,499.890015,499.890015,4400200
428,2021-06-15,501.230011,501.230011,490.399994,491.899994,491.899994,3104100
429,2021-06-16,495.0,496.459991,486.279999,492.410004,492.410004,3533200
430,2021-06-17,490.25,501.799988,490.149994,498.339996,498.339996,3198300
431,2021-06-18,496.399994,504.48999,495.23999,500.769989,500.769989,5197600
432,2021-06-21,501.640015,502.049988,492.279999,497.0,497.0,5277300
433,2021-06-22,498.540009,513.549988,495.799988,508.820007,508.820007,5809300
434,2021-06-23,508.480011,516.630005,508.200012,512.73999,512.73999,3944800
435,2021-06-24,517.960022,520.960022,514.400024,518.059998,518.059998,3361200
436,2021-06-25,528.840027,533.059998,525.0,527.070007,527.070007,5299100
437,2021-06-28,528.119995,533.940002,524.559998,533.030029,533.030029,2820200
438,2021-06-29,533.549988,536.130005,528.570007,533.5,533.5,2314600
439,2021-06-30,534.059998,534.380005,526.820007,528.210022,528.210022,2773400
440,2021-07-01,525.719971,537.039978,525.719971,533.539978,533.539978,2805400
441,2021-07-02,535.5,538.539978,529.390015,533.97998,533.97998,1975500
442,2021-07-06,533.0,542.859985,533.0,541.640015,541.640015,2775100
443,2021-07-07,544.23999,544.640015,531.659973,535.960022,535.960022,2722500
444,2021-07-08,530.929993,535.5,529.090027,530.76001,530.76001,3269000
445,2021-07-09,531.0,538.26001,528.580017,535.97998,535.97998,2777200
446,2021-07-12,540.299988,540.650024,532.919983,537.309998,537.309998,1780700
447,2021-07-13,535.76001,545.330017,535.76001,540.679993,540.679993,2751600
448,2021-07-14,541.01001,554.099976,541.01001,547.950012,547.950012,4659500
449,2021-07-15,553.969971,557.539978,538.200012,542.950012,542.950012,5713900
450,2021-07-16,541.809998,544.059998,527.049988,530.309998,530.309998,3442100
451,2021-07-19,526.049988,534.909973,522.23999,532.280029,532.280029,3885800
452,2021-07-20,526.070007,536.640015,520.299988,531.049988,531.049988,6930400
453,2021-07-21,526.130005,530.98999,505.609985,513.630005,513.630005,11906800
454,2021-07-22,510.209991,513.679993,507.0,511.769989,511.769989,4328100
455,2021-07-23,512.159973,517.409973,504.660004,515.409973,515.409973,3820500
456,2021-07-26,514.380005,521.130005,509.01001,516.48999,516.48999,2254500
457,2021-07-27,518.080017,521.950012,512.049988,518.909973,518.909973,2759000
458,2021-07-28,521.820007,524.469971,516.97998,519.299988,519.299988,2390500
459,2021-07-29,519.960022,520.780029,513.789978,514.25,514.25,1736000
460,2021-07-30,512.690002,519.789978,510.959991,517.570007,517.570007,2537100
461,2021-08-02,519.0,519.849976,510.51001,515.150024,515.150024,2096600
462,2021-08-03,514.390015,515.630005,505.369995,510.820007,510.820007,2579400
463,2021-08-04,513.0,517.97998,510.369995,517.349976,517.349976,2039400
464,2021-08-05,517.130005,525.409973,514.02002,524.890015,524.890015,2556700
465,2021-08-06,524.0,526.840027,519.390015,520.549988,520.549988,1919800
466,2021-08-09,521.150024,522.669983,517.98999,519.969971,519.969971,1367800
467,2021-08-10,520.0,520.789978,512.969971,515.840027,515.840027,1960500
468,2021-08-11,517.0,519.570007,509.769989,512.400024,512.400024,1673900
469,2021-08-12,511.859985,513.0,507.200012,510.720001,510.720001,1685700
470,2021-08-13,512.640015,521.440002,511.51001,515.919983,515.919983,2177700
471,2021-08-16,515.23999,523.380005,512.299988,517.919983,517.919983,2032800
472,2021-08-17,515.469971,520.789978,514.200012,518.909973,518.909973,2309800
473,2021-08-18,520.0,526.380005,518.650024,521.869995,521.869995,2582000
474,2021-08-19,522.73999,548.390015,521.869995,543.710022,543.710022,7497300
475,2021-08-20,545.090027,551.390015,539.099976,546.880005,546.880005,3776400
476,2021-08-23,545.97998,555.549988,543.73999,553.330017,553.330017,2602000
477,2021-08-24,551.47998,555.309998,549.27002,553.409973,553.409973,2109500
478,2021-08-25,550.159973,552.840027,545.450012,547.580017,547.580017,2065600
479,2021-08-26,546.159973,552.599976,545.900024,550.119995,550.119995,1595500
480,2021-08-27,551.599976,564.169983,549.25,558.919983,558.919983,3252600
481,2021-08-30,557.25,567.159973,556.450012,566.179993,566.179993,2434800
482,2021-08-31,566.119995,569.47998,561.609985,569.190002,569.190002,2431900
483,2021-09-01,569.0,591.0,569.0,582.070007,582.070007,5626200
484,2021-09-02,583.679993,598.76001,583.679993,588.549988,588.549988,6179900
485,2021-09-03,585.799988,591.880005,583.140015,590.530029,590.530029,2681200
486,2021-09-07,594.690002,613.849976,593.98999,606.710022,606.710022,5821400
487,2021-09-08,603.840027,615.599976,595.710022,606.049988,606.049988,5424500
488,2021-09-09,606.469971,609.440002,596.549988,597.539978,597.539978,2954200
489,2021-09-10,598.159973,609.450012,593.669983,598.719971,598.719971,3950800
490,2021-09-13,598.570007,598.570007,582.780029,589.289978,589.289978,3062900
491,2021-09-14,584.890015,587.280029,575.559998,577.76001,577.76001,3457000
492,2021-09-15,578.169983,584.619995,575.369995,582.869995,582.869995,2755600
493,2021-09-16,584.299988,587.47998,577.719971,586.5,586.5,1832000
494,2021-09-17,587.849976,590.280029,580.849976,589.349976,589.349976,4145100
495,2021-09-20,586.789978,591.530029,568.080017,575.429993,575.429993,3732200
496,2021-09-21,578.309998,581.880005,569.369995,573.140015,573.140015,2250900
497,2021-09-22,579.690002,595.650024,579.690002,590.650024,590.650024,4021800
498,2021-09-23,590.789978,599.320007,589.130005,593.26001,593.26001,2526200
499,2021-09-24,592.5,592.97998,583.640015,592.390015,592.390015,2126200
500,2021-09-27,587.950012,593.580017,576.929993,592.640015,592.640015,2504700
501,2021-09-28,589.0,599.539978,580.159973,583.849976,583.849976,4431100
502,2021-09-29,589.01001,609.880005,588.01001,599.059998,599.059998,6221000
503,2021-09-30,608.049988,619.0,608.049988,610.340027,610.340027,6612600
504,2021-10-01,604.23999,614.98999,597.51001,613.150024,613.150024,4090800
505,2021-10-04,613.390015,626.130005,594.679993,603.349976,603.349976,4995900
506,2021-10-05,606.940002,640.390015,606.890015,634.809998,634.809998,9534300
507,2021-10-06,628.179993,639.869995,626.359985,639.099976,639.099976,4580400
508,2021-10-07,642.22998,646.840027,630.450012,631.849976,631.849976,3556900
509,2021-10-08,634.169983,643.799988,630.859985,632.659973,632.659973,3272100
510,2021-10-11,633.200012,639.419983,626.780029,627.039978,627.039978,2862500
511,2021-10-12,633.02002,637.659973,621.98999,624.940002,624.940002,3227300
512,2021-10-13,632.179993,632.179993,622.099976,629.76001,629.76001,2420300
513,2021-10-14,632.22998,636.880005,626.789978,633.799988,633.799988,2671700
514,2021-10-15,638.0,639.419983,625.159973,628.289978,628.289978,4116900
515,2021-10-18,632.099976,638.409973,620.590027,637.969971,637.969971,4669100
516,2021-10-19,636.969971,641.0,632.299988,639.0,639.0,7633100
517,2021-10-20,625.570007,637.400024,617.150024,625.140015,625.140015,10622000
518,2021-10-21,628.890015,654.01001,628.650024,653.159973,653.159973,8437100
519,2021-10-22,651.809998,665.460022,651.809998,664.780029,664.780029,6186000
520,2021-10-25,663.73999,675.880005,657.070007,671.659973,671.659973,3833500
521,2021-10-26,673.76001,676.48999,662.77002,668.52002,668.52002,2904800
522,2021-10-27,669.0,671.409973,661.849976,662.919983,662.919983,2276900
523,2021-10-28,670.950012,676.799988,668.030029,674.049988,674.049988,2859400
524,2021-10-29,673.059998,690.969971,671.23999,690.309998,690.309998,3825300
525,2021-11-01,689.059998,689.969971,676.539978,681.169983,681.169983,3110900
526,2021-11-02,683.109985,687.679993,673.820007,677.719971,677.719971,3888600
527,2021-11-03,677.27002,689.390015,677.27002,688.289978,688.289978,2334900
528,2021-11-04,685.890015,685.940002,665.5,668.400024,668.400024,4865000
529,2021-11-05,663.969971,665.640015,645.01001,645.719971,645.719971,5283500
530,2021-11-08,650.289978,656.0,643.789978,651.450012,651.450012,2887500
531,2021-11-09,653.700012,660.5,650.52002,655.98999,655.98999,2415600
532,2021-11-10,653.01001,660.330017,642.109985,646.909973,646.909973,2405800
533,2021-11-11,650.23999,665.820007,649.710022,657.580017,657.580017,2868300
534,2021-11-12,660.01001,683.340027,653.820007,682.609985,682.609985,4198400
535,2021-11-15,681.23999,685.26001,671.48999,679.330017,679.330017,2872200
536,2021-11-16,678.27002,688.359985,676.900024,687.400024,687.400024,2077400
537,2021-11-17,690.0,700.98999,686.090027,691.690002,691.690002,2732800
538,2021-11-18,691.609985,691.73999,679.73999,682.02002,682.02002,2012900
539,2021-11-19,692.349976,694.159973,675.0,678.799988,678.799988,2613700
540,2021-11-22,676.02002,679.47998,656.469971,659.200012,659.200012,2764400
541,2021-11-23,658.179993,666.429993,646.049988,654.059998,654.059998,2320200
542,2021-11-24,658.01001,661.440002,651.099976,658.289978,658.289978,1867300
543,2021-11-26,675.0,676.409973,660.669983,665.640015,665.640015,2872500
544,2021-11-29,663.200012,667.98999,658.289978,663.840027,663.840027,2529400
545,2021-11-30,668.200012,675.380005,640.01001,641.900024,641.900024,5608900
546,2021-12-01,649.47998,654.52002,617.070007,617.77002,617.77002,3882800
547,2021-12-02,617.099976,625.359985,612.880005,616.469971,616.469971,3331100
548,2021-12-03,622.75,625.5,594.0,602.130005,602.130005,4829300
549,2021-12-06,606.01001,617.289978,601.0,612.690002,612.690002,3075700
550,2021-12-07,619.830017,628.890015,611.400024,625.580017,625.580017,3125200
551,2021-12-08,630.0,632.460022,623.200012,628.080017,628.080017,2220300
552,2021-12-09,627.580017,630.23999,610.440002,611.0,611.0,2376300
553,2021-12-10,616.780029,617.73999,605.880005,611.659973,611.659973,2748800
554,2021-12-13,612.0,612.640015,599.52002,604.559998,604.559998,2517900
555,2021-12-14,598.710022,602.289978,588.130005,597.98999,597.98999,2984500
556,2021-12-15,598.179993,605.690002,584.51001,605.039978,605.039978,2866200
557,2021-12-16,597.090027,602.830017,588.0,591.059998,591.059998,3143200
558,2021-12-17,591.609985,593.25,581.73999,586.72998,586.72998,4386900
559,2021-12-20,586.429993,602.880005,584.26001,593.73999,593.73999,3358400
560,2021-12-21,597.539978,607.820007,593.859985,604.919983,604.919983,2319400
561,2021-12-22,603.359985,614.820007,602.630005,614.23999,614.23999,2335700
562,2021-12-23,616.400024,616.880005,607.570007,614.090027,614.090027,1621100
563,2021-12-27,615.0,615.0,609.25,613.119995,613.119995,2061500
564,2021-12-28,614.950012,618.409973,609.690002,610.710022,610.710022,1882800
565,2021-12-29,610.710022,613.97998,604.679993,610.539978,610.539978,1287200
566,2021-12-30,612.98999,620.609985,611.23999,612.090027,612.090027,1625100
567,2021-12-31,610.01001,614.080017,602.049988,602.440002,602.440002,1995900
568,2022-01-03,605.609985,609.98999,590.559998,597.369995,597.369995,3067500
569,2022-01-04,599.909973,600.409973,581.599976,591.150024,591.150024,4393100
570,2022-01-05,592.0,592.840027,566.880005,567.52002,567.52002,4148700
571,2022-01-06,554.340027,563.359985,542.01001,553.289978,553.289978,5711800
572,2022-01-07,549.460022,553.429993,538.219971,541.059998,541.059998,3382900
573,2022-01-10,538.48999,543.690002,526.320007,539.849976,539.849976,4486100
574,2022-01-11,536.98999,543.909973,530.070007,540.840027,540.840027,3077800
575,2022-01-12,544.27002,544.27002,532.02002,537.219971,537.219971,3787400
576,2022-01-13,537.059998,540.789978,518.26001,519.200012,519.200012,4475100
577,2022-01-14,517.599976,538.369995,511.880005,525.690002,525.690002,7861100
578,2022-01-18,520.080017,521.75,508.679993,510.799988,510.799988,4839100
579,2022-01-19,515.0,523.210022,510.51001,515.859985,515.859985,4353500
580,2022-01-20,517.75,526.640015,506.929993,508.25,508.25,12659000
581,2022-01-21,400.429993,409.149994,379.98999,397.5,397.5,58904300
582,2022-01-24,383.910004,387.26001,351.459991,387.149994,387.149994,32346000
583,2022-01-25,379.140015,387.709991,365.130005,366.420013,366.420013,15145800
584,2022-01-26,378.269989,382.660004,356.619995,359.700012,359.700012,12684000
585,2022-01-27,382.059998,394.799988,378.100006,386.700012,386.700012,24324700
586,2022-01-28,386.76001,387.0,372.079987,384.359985,384.359985,11966600
587,2022-01-31,401.970001,427.700012,398.200012,427.140015,427.140015,20047500
588,2022-02-01,432.959991,458.480011,425.540009,457.130005,457.130005,22568100
589,2022-02-02,448.25,451.980011,426.480011,429.480011,429.480011,14346000
590,2022-02-03,421.440002,429.26001,404.279999,405.600006,405.600006,9905200
591,2022-02-04,407.309998,412.769989,396.640015,410.170013,410.170013,7789800
592,2022-02-07,410.170013,412.350006,393.549988,402.100006,402.100006,8232900
593,2022-02-08,398.179993,406.609985,395.829987,403.529999,403.529999,6818500
594,2022-02-09,408.649994,412.980011,398.790009,412.890015,412.890015,7738200
595,2022-02-10,402.100006,408.0,396.359985,406.269989,406.269989,8452900
596,2022-02-11,405.329987,411.609985,387.649994,391.309998,391.309998,7558900
597,2022-02-14,387.589996,409.359985,386.890015,396.570007,396.570007,7202200
598,2022-02-15,403.790009,409.160004,401.01001,407.459991,407.459991,5392300
599,2022-02-16,401.529999,401.559998,390.380005,398.079987,398.079987,5277700
600,2022-02-17,394.23999,399.109985,385.700012,386.670013,386.670013,4669200
601,2022-02-18,392.529999,402.869995,389.049988,391.290009,391.290009,6801700
602,2022-02-22,388.950012,392.420013,373.019989,377.380005,377.380005,6697500
603,2022-02-23,382.720001,386.0,366.660004,367.459991,367.459991,4614300
604,2022-02-24,355.089996,390.730011,354.720001,390.029999,390.029999,7068700
605,2022-02-25,386.609985,391.290009,375.579987,390.799988,390.799988,4841600
606,2022-02-28,387.329987,397.75,382.130005,394.519989,394.519989,5035000
607,2022-03-01,391.600006,395.0,383.709991,386.23999,386.23999,3290400
608,2022-03-02,388.929993,389.220001,375.209991,380.029999,380.029999,5356800
609,2022-03-03,386.0,386.119995,364.649994,368.070007,368.070007,6076800
610,2022-03-04,368.0,374.820007,357.170013,361.730011,361.730011,5325500
611,2022-03-07,360.410004,362.0,350.200012,350.26001,350.26001,5708400
612,2022-03-08,349.799988,358.859985,340.670013,341.76001,341.76001,6428700
613,2022-03-09,357.690002,364.140015,350.51001,358.790009,358.790009,6520200
614,2022-03-10,356.200012,367.019989,353.299988,356.769989,356.769989,4807800
615,2022-03-11,361.190002,363.359985,340.0,340.320007,340.320007,4819900
616,2022-03-14,338.720001,341.320007,329.820007,331.01001,331.01001,5907800
617,2022-03-15,335.100006,345.359985,332.359985,343.75,343.75,5460600
618,2022-03-16,348.200012,359.98999,343.059998,357.529999,357.529999,6982500
619,2022-03-17,359.700012,373.309998,354.880005,371.399994,371.399994,5818300
620,2022-03-18,372.0,381.799988,368.470001,380.600006,380.600006,8324800
621,2022-03-21,378.019989,381.820007,368.940002,374.589996,374.589996,4866500
622,2022-03-22,371.140015,386.660004,366.76001,382.920013,382.920013,4242800
623,2022-03-23,379.769989,382.459991,374.48999,374.48999,374.48999,3729000
624,2022-03-24,379.76001,379.76001,368.899994,375.709991,375.709991,3888500
625,2022-03-25,377.070007,377.640015,366.429993,373.850006,373.850006,3574500
626,2022-03-28,375.230011,380.279999,366.730011,378.51001,378.51001,4323400
627,2022-03-29,384.390015,396.5,380.329987,391.820007,391.820007,5880700
628,2022-03-30,389.549988,392.700012,378.630005,381.470001,381.470001,4023300
629,2022-03-31,383.589996,384.0,373.609985,374.589996,374.589996,4134700
630,2022-04-01,376.799988,380.869995,368.5,373.470001,373.470001,4644200
631,2022-04-04,373.549988,396.019989,373.130005,391.5,391.5,7001800
632,2022-04-05,389.299988,390.0,377.309998,380.149994,380.149994,4234500
633,2022-04-06,374.149994,376.470001,362.730011,368.350006,368.350006,4354900
634,2022-04-07,365.0,368.540009,353.690002,362.149994,362.149994,4948900
635,2022-04-08,361.959991,362.5,354.869995,355.880005,355.880005,4025200
636,2022-04-11,350.0,354.779999,345.200012,348.0,348.0,3777100
637,2022-04-12,355.910004,359.410004,342.25,344.100006,344.100006,3824300
638,2022-04-13,343.920013,352.0,341.160004,350.429993,350.429993,3231000
639,2022-04-14,350.950012,352.0,339.859985,341.130005,341.130005,4343800
640,2022-04-18,340.0,342.359985,331.619995,337.859985,337.859985,5105000
641,2022-04-19,333.220001,351.679993,333.220001,348.609985,348.609985,20906900
642,2022-04-20,245.199997,248.699997,212.509995,226.190002,226.190002,133387500
643,2022-04-21,220.0,227.679993,211.520004,218.220001,218.220001,53501600
644,2022-04-22,220.179993,226.270004,210.050003,215.520004,215.520004,37515100
645,2022-04-25,213.809998,216.660004,204.509995,209.910004,209.910004,28152000
646,2022-04-26,208.800003,209.149994,198.279999,198.399994,198.399994,20318100
647,2022-04-27,194.009995,200.190002,187.770004,188.539993,188.539993,22298400
648,2022-04-28,191.559998,201.479996,185.600006,199.520004,199.520004,21363200
649,2022-04-29,198.679993,204.710007,190.0,190.360001,190.360001,16391900
650,2022-05-02,191.710007,200.210007,190.009995,199.460007,199.460007,14591600
651,2022-05-03,198.289993,203.199997,194.770004,199.869995,199.869995,11839400
652,2022-05-04,197.649994,204.380005,191.009995,204.009995,204.009995,12218800
653,2022-05-05,200.449997,200.710007,186.0,188.320007,188.320007,13971300
654,2022-05-06,186.75,187.210007,175.809998,180.970001,180.970001,17185500
655,2022-05-09,177.660004,183.199997,172.300003,173.100006,173.100006,14031300
656,2022-05-10,176.009995,181.869995,170.570007,177.660004,177.660004,13883900
657,2022-05-11,176.089996,180.919998,165.550003,166.369995,166.369995,12665500
658,2022-05-12,163.960007,177.580002,162.710007,174.309998,174.309998,17662100
659,2022-05-13,177.160004,187.770004,176.009995,187.639999,187.639999,13136300
660,2022-05-16,193.300003,195.889999,185.699997,186.509995,186.509995,16145000
661,2022-05-17,189.169998,191.399994,185.169998,190.559998,190.559998,9876700
662,2022-05-18,186.720001,187.699997,176.270004,177.190002,177.190002,9665600
663,2022-05-19,178.050003,186.300003,175.710007,183.479996,183.479996,10448500
664,2022-05-20,185.869995,190.190002,179.770004,186.350006,186.350006,10429400
665,2022-05-23,186.149994,187.660004,177.889999,187.440002,187.440002,9602000
666,2022-05-24,182.0,184.0,177.169998,180.339996,180.339996,7706400
667,2022-05-25,180.279999,188.869995,180.169998,187.830002,187.830002,8522100
668,2022-05-26,186.490005,192.339996,183.089996,191.399994,191.399994,8049900
669,2022-05-27,193.190002,195.25,190.369995,195.190002,195.190002,8586000
670,2022-05-31,196.179993,199.949997,190.800003,197.440002,197.440002,11398500
671,2022-06-01,198.699997,202.740005,191.660004,192.910004,192.910004,8416200
672,2022-06-02,192.020004,205.470001,191.720001,205.089996,205.089996,9623100
673,2022-06-03,200.139999,202.949997,198.050003,198.979996,198.979996,7191800
674,2022-06-06,202.089996,203.869995,195.380005,197.139999,197.139999,5372000
675,2022-06-07,194.869995,199.600006,193.0,198.610001,198.610001,4839500
676,2022-06-08,197.949997,207.380005,197.639999,202.830002,202.830002,7244100
677,2022-06-09,200.649994,201.690002,192.539993,192.770004,192.770004,6949000
678,2022-06-10,182.639999,185.860001,180.850006,182.940002,182.940002,13065600
679,2022-06-13,177.070007,179.089996,168.960007,169.690002,169.690002,10222400
680,2022-06-14,169.75,172.059998,164.279999,167.539993,167.539993,11555300
681,2022-06-15,169.259995,183.850006,168.529999,180.110001,180.110001,12396000
682,2022-06-16,174.0,176.270004,171.559998,173.350006,173.350006,8201300
683,2022-06-17,173.630005,179.649994,173.339996,175.509995,175.509995,12133400
684,2022-06-21,177.600006,178.619995,169.800003,170.910004,170.910004,12177600
685,2022-06-22,170.75,182.820007,170.199997,178.889999,178.889999,11992400
686,2022-06-23,180.5,182.759995,175.869995,181.710007,181.710007,9538200
687,2022-06-24,183.5,191.190002,181.839996,190.850006,190.850006,12424000
688,2022-06-27,191.770004,191.779999,182.389999,189.139999,189.139999,8363900
689,2022-06-28,189.199997,192.199997,179.369995,179.600006,179.600006,7185400
690,2022-06-29,179.550003,180.669998,175.100006,178.360001,178.360001,5766800
691,2022-06-30,177.070007,179.449997,170.300003,174.869995,174.869995,7894700
692,2022-07-01,176.490005,180.100006,174.270004,179.949997,179.949997,5201600
693,2022-07-05,176.279999,185.919998,172.679993,185.880005,185.880005,7334300
694,2022-07-06,185.199997,186.220001,180.820007,184.059998,184.059998,5753400
695,2022-07-07,184.270004,190.210007,183.5,189.270004,189.270004,6334500
696,2022-07-08,186.020004,189.910004,182.75,186.979996,186.979996,5835700
697,2022-07-11,184.729996,184.990005,176.889999,177.339996,177.339996,6038800
698,2022-07-12,177.330002,179.779999,173.419998,174.449997,174.449997,6845300
699,2022-07-13,170.5,179.179993,169.699997,176.559998,176.559998,12734400
700,2022-07-14,175.559998,177.520004,171.820007,174.779999,174.779999,9039500
701,2022-07-15,175.580002,189.220001,174.559998,189.110001,189.110001,16319100
702,2022-07-18,192.5,199.669998,189.800003,190.919998,190.919998,16322800
703,2022-07-19,193.020004,201.970001,188.399994,201.630005,201.630005,28178700
704,2022-07-20,208.169998,216.970001,200.100006,216.440002,216.440002,53920300
705,2022-07-21,214.300003,224.320007,211.5,223.880005,223.880005,23430100
706,2022-07-22,222.380005,229.350006,218.440002,220.440002,220.440002,17805500
707,2022-07-25,221.309998,225.229996,216.350006,218.509995,218.509995,10935200
708,2022-07-26,216.660004,219.389999,211.639999,213.910004,213.910004,9508500
709,2022-07-27,216.479996,227.779999,214.580002,226.75,226.75,10508400
710,2022-07-28,224.600006,228.100006,219.669998,226.020004,226.020004,8972700
711,2022-07-29,223.289993,230.75,222.399994,224.899994,224.899994,9064900
712,2022-08-01,223.100006,228.389999,221.0,226.210007,226.210007,5525000
713,2022-08-02,222.759995,228.199997,220.880005,221.419998,221.419998,6361300
714,2022-08-03,224.789993,228.100006,222.419998,226.729996,226.729996,6400700
715,2022-08-04,227.679993,232.070007,225.050003,229.910004,229.910004,7142700
716,2022-08-05,225.300003,228.619995,222.869995,226.779999,226.779999,5539700
717,2022-08-08,227.490005,241.960007,226.410004,233.490005,233.490005,10982100
718,2022-08-09,231.619995,232.199997,224.649994,229.940002,229.940002,6181200
719,2022-08-10,236.990005,244.539993,236.600006,244.110001,244.110001,9254800
720,2022-08-11,244.679993,251.619995,241.509995,242.699997,242.699997,8780100
721,2022-08-12,244.809998,249.410004,243.759995,249.300003,249.300003,6098500
722,2022-08-15,248.110001,251.990005,247.509995,249.110001,249.110001,6527400
723,2022-08-16,247.160004,249.289993,244.029999,245.690002,245.690002,5136800
724,2022-08-17,241.179993,244.240005,237.559998,241.149994,241.149994,5627200
725,2022-08-18,241.960007,246.479996,239.279999,245.169998,245.169998,5280400
726,2022-08-19,240.949997,243.289993,235.679993,241.160004,241.160004,7504700
727,2022-08-22,232.550003,233.479996,224.589996,226.539993,226.539993,8630100
728,2022-08-23,226.460007,229.899994,224.300003,224.550003,224.550003,5276900
729,2022-08-24,225.660004,234.100006,223.940002,229.610001,229.610001,5426300
730,2022-08-25,230.240005,234.160004,229.0,233.979996,233.979996,3766900
731,2022-08-26,233.630005,236.949997,223.149994,223.279999,223.279999,5349800
732,2022-08-29,221.929993,229.869995,221.520004,224.570007,224.570007,7109400
733,2022-08-30,226.660004,229.789993,218.740005,220.649994,220.649994,5740400
734,2022-08-31,227.0,233.880005,223.429993,223.559998,223.559998,8615900
735,2022-09-01,220.720001,230.369995,219.470001,230.039993,230.039993,7292900
736,2022-09-02,231.029999,233.880005,225.039993,226.110001,226.110001,8164900
737,2022-09-06,225.589996,226.850006,214.690002,218.389999,218.389999,7469000
738,2022-09-07,220.210007,229.330002,218.270004,228.960007,228.960007,8149300
739,2022-09-08,224.160004,228.740005,221.300003,227.440002,227.440002,6737400
740,2022-09-09,229.619995,234.779999,229.619995,233.570007,233.570007,6699600
741,2022-09-12,233.610001,239.490005,233.369995,236.529999,236.529999,6047400
742,2022-09-13,226.5,227.690002,217.720001,218.130005,218.130005,8000100
